"","site","id","title","Debut","Fin","localisation","prix","nombreNuits","nombreAvis","notes","images"
"115","expedia","Los Angeles","Beverly Wilshire - Beverly Hills, A Four Seasons Hotel","01-02-2021","07-02-2021","Beverly Hills","2643","6 nuits","741","9.2","https://exp.cdn-hotels.com/hotels/1000000/10000/7400/7346/8bc22324_z.jpg"
"116","expedia","Los Angeles"," The London West Hollywood at Beverly Hills","01-02-2021","07-02-2021","West Hollywood","2169","6 nuits","1002","9.0","https://exp.cdn-hotels.com/hotels/1000000/30000/21100/21097/227e9365_z.jpg"
"117","expedia","Los Angeles","Mr. C Beverly Hills","01-02-2021","07-02-2021","Los Angeles","1920","6 nuits","981","8.8","https://q-xx.bstatic.com/images/hotel/max1024x768/677/67736193.jpg"
"118","expedia","Los Angeles","Loews Santa Monica Beach Hotel","01-02-2021","07-02-2021","Santa Monica","2699","6 nuits","1000","8.6","https://exp.cdn-hotels.com/hotels/1000000/20000/13000/12954/ce1798f2_z.jpg"
"119","expedia","Los Angeles","SLS Hotel, a Luxury Collection Hotel, Beverly Hills","01-02-2021","07-02-2021","Los Angeles","1380","6 nuits","898","8.6","https://www.luxuryholidays.co.uk/assets/components/phpthumbof/cache/hotel-holiday-9.4bb897da2dccf41f8f2ab7fc9872d622.jpg"
"120","expedia","Los Angeles","Four Seasons Los Angeles at Beverly Hills","01-02-2021","07-02-2021","Los Angeles","2462","6 nuits","557","9.4","https://exp.cdn-hotels.com/hotels/1000000/10000/300/300/93ae2bc4_z.jpg"
"121","expedia","Los Angeles","Viceroy L""Ermitage Beverly Hills","01-02-2021","07-02-2021","Beverly Hills","2892","6 nuits","762","9.4","https://exp.cdn-hotels.com/hotels/1000000/50000/40500/40442/a974127d_z.jpg"
"122","expedia","Los Angeles","Casa Del Mar","01-02-2021","07-02-2021","Santa Monica","2753","6 nuits","543","9.2","https://exp.cdn-hotels.com/hotels/1000000/330000/328800/328747/7e360d95_z.jpg"
"123","expedia","Los Angeles","Four Seasons Hotel Los Angeles at Westlake Village","01-02-2021","07-02-2021","Thousand Oaks","2528","6 nuits","742","9.4","https://secure.s.forbestravelguide.com/img/properties/four-seasons-hotel-westlake-village/four-seasons-hotel-westlake-village-corner-one-bedroom-suite.jpg"
"124","expedia","Los Angeles","The Ritz-Carlton, Los Angeles","01-02-2021","07-02-2021","Centre-ville de Los Angeles","2115","6 nuits","407","9.0","https://cf.bstatic.com/images/hotel/max1024x768/240/240380370.jpg"
"125","expedia","Los Angeles","Shutters on the Beach","01-02-2021","07-02-2021","Santa Monica","3008","6 nuits","314","9.0","https://images.ctfassets.net/fr52oodlzhve/5YLgFfjwbl73zSHtFpKypE/77f6a078f220955c39df86a46972333d/Shutters_PoolMidday-0006_v4.jpg"
"126","expedia","Los Angeles","The Peninsula Beverly Hills","01-02-2021","07-02-2021","Beverly Hills","3669","6 nuits","377","9.6","https://www.peninsula.com/en/-/media/07---beverly-hills-property/food-and-beverage/living-room/living-room-day.jpg?mw=987&hash=701552753215B25F058FF55D1C6551C4D6A7A88B"
"127","expedia","Los Angeles","The Beverly Hills Hotel - Dorchester Collection","01-02-2021","07-02-2021","Beverly Hills","4131","6 nuits","601","9.6","https://exp.cdn-hotels.com/hotels/1000000/20000/12100/12057/5a878f2d_z.jpg"
"128","expedia","Los Angeles","The Ritz-Carlton, Marina del Rey","01-02-2021","07-02-2021","Marina del Rey","2075","6 nuits","991","8.6","https://www.hosthotels.com/-/media/hosthotels/images/properties/california/the-ritz-carlton-marina-del-rey/4737-7--the-ritzcarlton-marina-del-reyoffice4737jpg.jpg?cx=0.56&cy=0.42&cw=1440&ch=550&hash=FD75A17064F8C9F3FC262127A76E54D3"
"129","expedia","Tokyo","Mandarin Oriental Tokyo","22-02-2021","28-02-2021","Tokyo","2098","6 nuits","216","9.4","https://images.trvl-media.com/hotels/2000000/1350000/1340800/1340774/1cac373c.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"130","expedia","Tokyo","The Peninsula Tokyo","22-02-2021","28-02-2021","Tokyo","1967","6 nuits","751","9.4","https://images.trvl-media.com/hotels/2000000/1640000/1631500/1631412/becd19fb.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"131","expedia","Tokyo","Shangri-La Hotel, Tokyo","22-02-2021","28-02-2021","Tokyo","2179","6 nuits","418","9.4","https://images.trvl-media.com/hotels/3000000/2440000/2434400/2434355/32faf6dc.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"132","expedia","Tokyo","Park Hyatt Tokyo","22-02-2021","28-02-2021","Tokyo","2905","6 nuits","778","9.6","https://images.trvl-media.com/hotels/1000000/970000/970000/969939/be750274.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"133","expedia","Tokyo","Palace Hotel Tokyo","22-02-2021","28-02-2021","Tokyo","2364","6 nuits","833","9.6","https://exp.cdn-hotels.com/hotels/1000000/420000/416500/416454/4bc6d6c5_z.jpg"
"134","expedia","Tokyo","Hotel Chinzanso Tokyo","22-02-2021","28-02-2021","Tokyo","1737","6 nuits","1009","9.6","https://secure.s.forbestravelguide.com/img/properties/hotel-chinzanso-tokyo/hotel-chinzanso-tokyo-exterior.jpg"
"135","expedia","Tokyo","The Capitol Hotel Tokyu","22-02-2021","28-02-2021","Tokyo","2111","6 nuits","1004","9.6","https://exp.cdn-hotels.com/hotels/1000000/20000/13600/13577/7e722637_z.jpg"
"136","expedia","Tokyo","Andaz Tokyo Toranomon Hills - a concept by Hyatt","22-02-2021","28-02-2021","Tokyo","2058","6 nuits","404","9.4","https://exp.cdn-hotels.com/hotels/8000000/7480000/7473600/7473589/8418a68f_z.jpg"
"137","expedia","Tokyo","Conrad Tokyo","22-02-2021","28-02-2021","Tokyo","1580","6 nuits","640","9.4","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/5d/65/b6/exterior.jpg?w=900&h=-1&s=1"
"138","expedia","Tokyo","Grand Hyatt Tokyo","22-02-2021","28-02-2021","Tokyo","1997","6 nuits","584","9.2","https://assets.hyatt.com/content/dam/hyatt/hyattdam/images/2017/06/15/0845/Grand-Hyatt-Tokyo-P768-Presidential-Suite-Bedroom.jpg/Grand-Hyatt-Tokyo-P768-Presidential-Suite-Bedroom.16x9.jpg?imwidth=1920"
"139","expedia","Tokyo","Imperial Hotel","22-02-2021","28-02-2021","Tokyo","2258","6 nuits","1001","9.4","https://static-new.lhw.com/HotelImages/Final/LW1822/lw1822_97033647_720x450.jpg"
"140","expedia","Tokyo","The Prince Park Tower Tokyo","22-02-2021","28-02-2021","Tokyo","1399","6 nuits","1003","9.2","https://thumbnails.trvl-media.com/abpsJjNcSqkbLOkmBx4Z0mih9aU=/773x530/smart/filters:quality(60)/images.trvl-media.com/hotels/1000000/20000/13300/13278/58751797_z.jpg"
"141","expedia","Tokyo","The Prince Gallery Tokyo Kioicho, A Luxury Collection Hotel","22-02-2021","28-02-2021","Tokyo","2778","6 nuits","340","9.4","https://exp.cdn-hotels.com/hotels/1000000/10000/6600/6567/70970f37_z.jpg"
"142","expedia","Tokyo","The Okura Tokyo","22-02-2021","28-02-2021","Tokyo","2395","6 nuits","70","9.0","https://exp.cdn-hotels.com/hotels/34000000/33340000/33333700/33333699/d7481f24_z.jpg"
"143","expedia","Tokyo","The Westin Tokyo","22-02-2021","28-02-2021","Ebisu","1794","6 nuits","723","9.0","https://d1rioy1v9s51jr.cloudfront.net/pics/2608/900x540/the-westin-tokyo-2_836.jpg"
"144","expedia","Tokyo","Hotel New Otani Tokyo EXECUTIVE HOUSE ZEN","22-02-2021","28-02-2021","Tokyo","3611","6 nuits","213","9.4","https://media-cdn.tripadvisor.com/media/photo-m/1280/1c/29/c7/dd/2021-forbes-travel-guide.jpg"
"145","expedia","Tokyo","Four Seasons Hotel Tokyo at Otemachi","22-02-2021","28-02-2021","Tokyo","2310","6 nuits","7","9.4","https://www.hnworth.com/wp-content/uploads/2020/08/Jean-Michel-Gathy-Completes-the-Four-Seasons-Hotel-Tokyo-Hero-1-wpcf_1400x1000.jpg"
"146","expedia","Tokyo","Kimpton Shinjuku Tokyo","22-02-2021","28-02-2021","Tokyo","2110","6 nuits","3","9.4","https://exp.cdn-hotels.com/hotels/43000000/42610000/42600600/42600519/5e108a21_z.jpg"
"147","expedia","Tokyo","Mandarin Oriental Tokyo","08-02-2021","14-02-2021","Tokyo","2098","6 nuits","216","9.4","https://images.trvl-media.com/hotels/2000000/1350000/1340800/1340774/cfaa12b6.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"148","expedia","Tokyo","The Peninsula Tokyo","08-02-2021","14-02-2021","Tokyo","1967","6 nuits","751","9.4","https://images.trvl-media.com/hotels/2000000/1640000/1631500/1631412/04fc36b1.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"149","expedia","Tokyo","Shangri-La Hotel, Tokyo","08-02-2021","14-02-2021","Tokyo","2179","6 nuits","418","9.4","https://images.trvl-media.com/hotels/3000000/2440000/2434400/2434355/d5e1b033.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"150","expedia","Tokyo","Palace Hotel Tokyo","08-02-2021","14-02-2021","Tokyo","2364","6 nuits","833","9.6","https://exp.cdn-hotels.com/hotels/1000000/420000/416500/416454/4bc6d6c5_z.jpg"
"151","expedia","Tokyo","Hotel Chinzanso Tokyo","08-02-2021","14-02-2021","Tokyo","1737","6 nuits","1009","9.6","https://secure.s.forbestravelguide.com/img/properties/hotel-chinzanso-tokyo/hotel-chinzanso-tokyo-exterior.jpg"
"152","expedia","Tokyo","Park Hyatt Tokyo","08-02-2021","14-02-2021","Tokyo","2905","6 nuits","778","9.6","https://images.trvl-media.com/hotels/1000000/970000/970000/969939/be750274.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"153","expedia","Tokyo","Conrad Tokyo","08-02-2021","14-02-2021","Tokyo","1580","6 nuits","640","9.4","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/5d/65/b6/exterior.jpg?w=900&h=-1&s=1"
"154","expedia","Tokyo","Andaz Tokyo Toranomon Hills - a concept by Hyatt","08-02-2021","14-02-2021","Tokyo","2058","6 nuits","404","9.4","https://exp.cdn-hotels.com/hotels/8000000/7480000/7473600/7473589/8418a68f_z.jpg"
"155","expedia","Tokyo","The Capitol Hotel Tokyu","08-02-2021","14-02-2021","Tokyo","2111","6 nuits","1004","9.6","https://exp.cdn-hotels.com/hotels/1000000/20000/13600/13577/7e722637_z.jpg"
"156","expedia","Tokyo","Grand Hyatt Tokyo","08-02-2021","14-02-2021","Tokyo","1997","6 nuits","584","9.2","https://assets.hyatt.com/content/dam/hyatt/hyattdam/images/2017/06/15/0845/Grand-Hyatt-Tokyo-P768-Presidential-Suite-Bedroom.jpg/Grand-Hyatt-Tokyo-P768-Presidential-Suite-Bedroom.16x9.jpg?imwidth=1920"
"157","expedia","Tokyo","The Prince Park Tower Tokyo","08-02-2021","14-02-2021","Tokyo","1399","6 nuits","1003","9.2","https://thumbnails.trvl-media.com/abpsJjNcSqkbLOkmBx4Z0mih9aU=/773x530/smart/filters:quality(60)/images.trvl-media.com/hotels/1000000/20000/13300/13278/58751797_z.jpg"
"158","expedia","Tokyo","The Westin Tokyo","08-02-2021","14-02-2021","Ebisu","1784","6 nuits","723","9.0","https://d1rioy1v9s51jr.cloudfront.net/pics/2608/900x540/the-westin-tokyo-2_836.jpg"
"159","expedia","Tokyo","The Prince Gallery Tokyo Kioicho, A Luxury Collection Hotel","08-02-2021","14-02-2021","Tokyo","2778","6 nuits","340","9.4","https://exp.cdn-hotels.com/hotels/1000000/10000/6600/6567/70970f37_z.jpg"
"160","expedia","Tokyo","Imperial Hotel","08-02-2021","14-02-2021","Tokyo","2258","6 nuits","1001","9.4","https://static-new.lhw.com/HotelImages/Final/LW1822/lw1822_97033647_720x450.jpg"
"161","expedia","Tokyo","The Okura Tokyo","08-02-2021","14-02-2021","Tokyo","2395","6 nuits","70","9.0","https://exp.cdn-hotels.com/hotels/34000000/33340000/33333700/33333699/d7481f24_z.jpg"
"162","expedia","Tokyo","Four Seasons Hotel Tokyo at Otemachi","08-02-2021","14-02-2021","Tokyo","2310","6 nuits","7","9.4","https://www.hnworth.com/wp-content/uploads/2020/08/Jean-Michel-Gathy-Completes-the-Four-Seasons-Hotel-Tokyo-Hero-1-wpcf_1400x1000.jpg"
"163","expedia","Tokyo","Kimpton Shinjuku Tokyo","08-02-2021","14-02-2021","Tokyo","2112","6 nuits","3","9.4","https://exp.cdn-hotels.com/hotels/43000000/42610000/42600600/42600519/5e108a21_z.jpg"
"164","expedia","New York","The Langham, New York, Fifth Avenue","15-02-2021","21-02-2021","Midtown East","1914","6 nuits","1003","9.4","https://images.trvl-media.com/hotels/4000000/3630000/3630000/3629903/203e075e.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"165","expedia","New York","1 Hotel Central Park","15-02-2021","21-02-2021","Centre-ville de New York City","1469","6 nuits","1014","9.2","https://images.trvl-media.com/hotels/10000000/9220000/9215600/9215515/3d65351f.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"166","expedia","New York","The Beekman, A Thompson Hotel","15-02-2021","21-02-2021","New York","1410","6 nuits","724","9.2","https://images.trvl-media.com/hotels/13000000/12080000/12078200/12078123/39995998.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"167","expedia","Los Angeles","Terranea - L.A.""s Oceanfront Resort","15-02-2021","21-02-2021","Rancho Palos Verdes","1714","6 nuits","1004","9.0","https://images.trvl-media.com/hotels/3000000/2480000/2471900/2471818/b1bdd428.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"168","expedia","New York","The Pierre, A Taj Hotel, New York","15-02-2021","21-02-2021","Lenox Hill","2690","6 nuits","985","9.4","https://exp.cdn-hotels.com/hotels/1000000/30000/20300/20213/98409720_z.jpg"
"169","expedia","New York","Baccarat Hotel and Residences New York","15-02-2021","21-02-2021","Centre-ville de New York City","2930","6 nuits","225","9.2","https://exp.cdn-hotels.com/hotels/10000000/9760000/9759700/9759603/e5631987_z.jpg"
"170","expedia","Los Angeles","The Maybourne Beverly Hills","15-02-2021","21-02-2021","Beverly Hills","2751","6 nuits","12","10.0","https://images.trvl-media.com/hotels/3000000/2030000/2025500/2025453/e0e802ed.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"171","expedia","Los Angeles","Fairmont Miramar Hotel & Bungalows","15-02-2021","21-02-2021","Santa Monica","2027","6 nuits","1","8.4","https://images.trvl-media.com/hotels/1000000/430000/423500/423484/edae2082.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"172","expedia","New York","Mr. C Seaport","15-02-2021","21-02-2021","New York","1684","6 nuits","185","9.0","https://q-xx.bstatic.com/images/hotel/max1024x768/182/182770951.jpg"
"173","expedia","New York","Trump International Hotel & Tower New York","15-02-2021","21-02-2021","New York","3089","6 nuits","994","9.2","https://exp.cdn-hotels.com/hotels/1000000/50000/40400/40338/5c91c36a_z.jpg"
"174","expedia","Los Angeles","Langham Huntington, Pasadena, Los Angeles","15-02-2021","21-02-2021","Pasadena","1795","6 nuits","999","9.2","https://www.langhamhotels.com/cdn-24780355/globalassets/lhr/tl-pasadena/others/tllax-lobby-2014-1680-945.jpg"
"175","expedia","Los Angeles","1 Hotel West Hollywood","15-02-2021","21-02-2021","West Hollywood","1948","6 nuits","278","8.8","https://exp.cdn-hotels.com/hotels/36000000/35880000/35872800/35872776/ebf2b28d_z.jpg"
"176","expedia","New York","The Lowell","15-02-2021","21-02-2021","Upper East Side","3608","6 nuits","138","9.4","https://exp.cdn-hotels.com/hotels/1000000/10000/3300/3253/267c2dc4_z.jpg"
"177","expedia","New York","The NoMad Hotel","15-02-2021","21-02-2021","New York","1552","6 nuits","682","9.2","https://exp.cdn-hotels.com/hotels/5000000/4760000/4758700/4758665/4f5e1828_z.jpg"
"178","expedia","Los Angeles","Beverly Wilshire - Beverly Hills, A Four Seasons Hotel","15-02-2021","21-02-2021","Beverly Hills","2767","6 nuits","741","9.2","https://exp.cdn-hotels.com/hotels/1000000/10000/7400/7346/8bc22324_z.jpg"
"179","expedia","Los Angeles"," The London West Hollywood at Beverly Hills","15-02-2021","21-02-2021","West Hollywood","2169","6 nuits","1002","9.0","https://exp.cdn-hotels.com/hotels/1000000/30000/21100/21097/227e9365_z.jpg"
"180","expedia","New York","Four Seasons Hotel New York Downtown","15-02-2021","21-02-2021","New York","2773","6 nuits","245","9.6","https://exp.cdn-hotels.com/hotels/16000000/15440000/15438500/15438428/978b2ac7_z.jpg"
"181","expedia","New York","The Mark","15-02-2021","21-02-2021","Lenox Hill","3695","6 nuits","581","9.6","https://exp.cdn-hotels.com/hotels/1000000/20000/19800/19712/5731b73a_z.jpg"
"182","expedia","Los Angeles","Viceroy L""Ermitage Beverly Hills","15-02-2021","21-02-2021","Beverly Hills","2892","6 nuits","762","9.4","https://exp.cdn-hotels.com/hotels/1000000/50000/40500/40442/a974127d_z.jpg"
"183","expedia","Los Angeles","Mr. C Beverly Hills","15-02-2021","21-02-2021","Los Angeles","1925","6 nuits","981","8.8","https://q-xx.bstatic.com/images/hotel/max1024x768/677/67736193.jpg"
"184","expedia","New York","The Towers at Lotte New York Palace","15-02-2021","21-02-2021","Midtown East","3495","6 nuits","405","9.2","https://exp.cdn-hotels.com/hotels/5000000/4200000/4195300/4195208/a99c5e1a_z.jpg"
"185","expedia","New York","The Carlyle, A Rosewood Hotel","15-02-2021","21-02-2021","Lenox Hill","3353","6 nuits","608","9.2","https://www.hospitalitynet.org/picture/xxl_153112335.jpg?t=20200227095511"
"186","expedia","Los Angeles","Four Seasons Los Angeles at Beverly Hills","15-02-2021","21-02-2021","Los Angeles","2716","6 nuits","557","9.4","https://exp.cdn-hotels.com/hotels/1000000/10000/300/300/93ae2bc4_z.jpg"
"187","expedia","Los Angeles","Kimpton La Peer Hotel","15-02-2021","21-02-2021","West Hollywood","1359","6 nuits","145","9.2","https://images.trvl-media.com/hotels/19000000/18160000/18156800/18156733/acaaead4.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"188","expedia","New York","Equinox Hotel New York","15-02-2021","21-02-2021","New York","4023","6 nuits","93","9.2","https://cf.bstatic.com/images/hotel/max1024x768/217/217847929.jpg"
"189","expedia","New York","Conrad New York Downtown","15-02-2021","21-02-2021","New York","1635","6 nuits","1003","9.4","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/5d/65/b6/exterior.jpg?w=900&h=-1&s=1"
"190","expedia","Los Angeles","Loews Santa Monica Beach Hotel","15-02-2021","21-02-2021","Santa Monica","3210","6 nuits","1000","8.6","https://exp.cdn-hotels.com/hotels/1000000/20000/13000/12954/ce1798f2_z.jpg"
"191","expedia","Los Angeles","Shutters on the Beach","15-02-2021","21-02-2021","Santa Monica","3135","6 nuits","314","9.0","https://images.ctfassets.net/fr52oodlzhve/5YLgFfjwbl73zSHtFpKypE/77f6a078f220955c39df86a46972333d/Shutters_PoolMidday-0006_v4.jpg"
"192","expedia","New York","The Chatwal, a Luxury Collection Hotel, New York City","15-02-2021","21-02-2021","Quartier Theater District","2840","6 nuits","390","9.4","https://thumbnails.trvl-media.com/wkGuO8tQEJ-2O2GTChU8tDGF-D0=/773x530/smart/filters:quality(60)/images.trvl-media.com/hotels/3000000/2280000/2277700/2277660/67b4cd45_z.jpg"
"193","expedia","New York","1 Hotel Brooklyn Bridge","15-02-2021","21-02-2021","Brooklyn","1628","6 nuits","905","9.0","https://www.printempsvoyages.com/assets/img/site/108/uploads/Magazine/Pause_Urbaine/New_York/1hotel_1.jpg"
"194","expedia","Los Angeles","The Peninsula Beverly Hills","15-02-2021","21-02-2021","Beverly Hills","3669","6 nuits","377","9.6","https://www.peninsula.com/en/-/media/07---beverly-hills-property/food-and-beverage/living-room/living-room-day.jpg?mw=987&hash=701552753215B25F058FF55D1C6551C4D6A7A88B"
"195","expedia","Los Angeles","The Beverly Hills Hotel - Dorchester Collection","15-02-2021","21-02-2021","Beverly Hills","4131","6 nuits","601","9.6","https://exp.cdn-hotels.com/hotels/1000000/20000/12100/12057/5a878f2d_z.jpg"
"196","expedia","Los Angeles","Casa Del Mar","15-02-2021","21-02-2021","Santa Monica","2757","6 nuits","543","9.2","https://exp.cdn-hotels.com/hotels/1000000/330000/328800/328747/7e360d95_z.jpg"
"197","expedia","Los Angeles","Four Seasons Hotel Los Angeles at Westlake Village","15-02-2021","21-02-2021","Thousand Oaks","2528","6 nuits","742","9.4","https://secure.s.forbestravelguide.com/img/properties/four-seasons-hotel-westlake-village/four-seasons-hotel-westlake-village-corner-one-bedroom-suite.jpg"
"198","expedia","New York","The Langham, New York, Fifth Avenue","22-02-2021","28-02-2021","Midtown East","1914","6 nuits","1003","9.4","https://images.trvl-media.com/hotels/4000000/3630000/3630000/3629903/34e4f0f3.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"199","expedia","Los Angeles","Hotel Bel-Air - Dorchester Collection","15-02-2021","21-02-2021","Bel Air","4006","6 nuits","298","9.6","https://cf.bstatic.com/images/hotel/max1024x768/235/235979026.jpg"
"200","expedia","Los Angeles","SLS Hotel, a Luxury Collection Hotel, Beverly Hills","15-02-2021","21-02-2021","Los Angeles","1372","6 nuits","898","8.6","https://www.luxuryholidays.co.uk/assets/components/phpthumbof/cache/hotel-holiday-9.4bb897da2dccf41f8f2ab7fc9872d622.jpg"
"201","expedia","New York","1 Hotel Central Park","22-02-2021","28-02-2021","Centre-ville de New York City","1445","6 nuits","1014","9.2","https://images.trvl-media.com/hotels/10000000/9220000/9215600/9215515/c513aba4.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"202","expedia","New York","The Beekman, A Thompson Hotel","22-02-2021","28-02-2021","New York","1410","6 nuits","724","9.2","https://images.trvl-media.com/hotels/13000000/12080000/12078200/12078123/39995998.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"203","expedia","Los Angeles","The Ritz-Carlton, Los Angeles","15-02-2021","21-02-2021","Centre-ville de Los Angeles","2115","6 nuits","407","9.0","https://cf.bstatic.com/images/hotel/max1024x768/240/240380370.jpg"
"204","expedia","New York","Mr. C Seaport","22-02-2021","28-02-2021","New York","1384","6 nuits","185","9.0","https://q-xx.bstatic.com/images/hotel/max1024x768/182/182770951.jpg"
"205","expedia","New York","Baccarat Hotel and Residences New York","22-02-2021","28-02-2021","Centre-ville de New York City","2741","6 nuits","225","9.2","https://exp.cdn-hotels.com/hotels/10000000/9760000/9759700/9759603/e5631987_z.jpg"
"206","expedia","New York","The Pierre, A Taj Hotel, New York","22-02-2021","28-02-2021","Lenox Hill","2690","6 nuits","985","9.4","https://exp.cdn-hotels.com/hotels/1000000/30000/20300/20213/98409720_z.jpg"
"207","expedia","New York","Trump International Hotel & Tower New York","22-02-2021","28-02-2021","New York","3089","6 nuits","994","9.2","https://exp.cdn-hotels.com/hotels/1000000/50000/40400/40338/5c91c36a_z.jpg"
"208","expedia","Los Angeles","Terranea - L.A.""s Oceanfront Resort","22-02-2021","28-02-2021","Rancho Palos Verdes","1714","6 nuits","1004","9.0","https://images.trvl-media.com/hotels/3000000/2480000/2471900/2471818/b1bdd428.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"209","expedia","New York","The Lowell","22-02-2021","28-02-2021","Upper East Side","3608","6 nuits","138","9.4","https://exp.cdn-hotels.com/hotels/1000000/10000/3300/3253/267c2dc4_z.jpg"
"210","expedia","New York","Four Seasons Hotel New York Downtown","22-02-2021","28-02-2021","New York","2845","6 nuits","245","9.6","https://exp.cdn-hotels.com/hotels/16000000/15440000/15438500/15438428/978b2ac7_z.jpg"
"211","expedia","Los Angeles","Fairmont Miramar Hotel & Bungalows","22-02-2021","28-02-2021","Santa Monica","1951","6 nuits","1","8.4","https://images.trvl-media.com/hotels/1000000/430000/423500/423484/edae2082.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"212","expedia","Los Angeles","Kimpton La Peer Hotel","22-02-2021","28-02-2021","West Hollywood","1422","6 nuits","145","9.2","https://images.trvl-media.com/hotels/19000000/18160000/18156800/18156733/acaaead4.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"213","expedia","New York","The Mark","22-02-2021","28-02-2021","Lenox Hill","3695","6 nuits","581","9.6","https://exp.cdn-hotels.com/hotels/1000000/20000/19800/19712/5731b73a_z.jpg"
"214","expedia","New York","The NoMad Hotel","22-02-2021","28-02-2021","New York","1830","6 nuits","682","9.2","https://exp.cdn-hotels.com/hotels/5000000/4760000/4758700/4758665/4f5e1828_z.jpg"
"215","expedia","Los Angeles","The Maybourne Beverly Hills","22-02-2021","28-02-2021","Beverly Hills","2751","6 nuits","12","10.0","https://images.trvl-media.com/hotels/3000000/2030000/2025500/2025453/e0e802ed.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"216","expedia","Los Angeles","Langham Huntington, Pasadena, Los Angeles","22-02-2021","28-02-2021","Pasadena","1795","6 nuits","999","9.2","https://www.langhamhotels.com/cdn-24780355/globalassets/lhr/tl-pasadena/others/tllax-lobby-2014-1680-945.jpg"
"217","expedia","New York","The Towers at Lotte New York Palace","22-02-2021","28-02-2021","Midtown East","3548","6 nuits","405","9.2","https://exp.cdn-hotels.com/hotels/5000000/4200000/4195300/4195208/a99c5e1a_z.jpg"
"218","expedia","New York","The Carlyle, A Rosewood Hotel","22-02-2021","28-02-2021","Lenox Hill","3353","6 nuits","608","9.2","https://www.hospitalitynet.org/picture/xxl_153112335.jpg?t=20200227095511"
"219","expedia","Los Angeles","1 Hotel West Hollywood","22-02-2021","28-02-2021","West Hollywood","1975","6 nuits","278","8.8","https://exp.cdn-hotels.com/hotels/36000000/35880000/35872800/35872776/ebf2b28d_z.jpg"
"220","expedia","Los Angeles","Beverly Wilshire - Beverly Hills, A Four Seasons Hotel","22-02-2021","28-02-2021","Beverly Hills","2737","6 nuits","741","9.2","https://exp.cdn-hotels.com/hotels/1000000/10000/7400/7346/8bc22324_z.jpg"
"221","expedia","New York","Equinox Hotel New York","22-02-2021","28-02-2021","New York","4333","6 nuits","93","9.2","https://cf.bstatic.com/images/hotel/max1024x768/217/217847929.jpg"
"222","expedia","New York","Conrad New York Downtown","22-02-2021","28-02-2021","New York","1711","6 nuits","1003","9.4","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/5d/65/b6/exterior.jpg?w=900&h=-1&s=1"
"223","expedia","Los Angeles","Mr. C Beverly Hills","22-02-2021","28-02-2021","Los Angeles","1823","6 nuits","981","8.8","https://q-xx.bstatic.com/images/hotel/max1024x768/677/67736193.jpg"
"224","expedia","Los Angeles","SLS Hotel, a Luxury Collection Hotel, Beverly Hills","22-02-2021","28-02-2021","Los Angeles","1380","6 nuits","898","8.6","https://www.luxuryholidays.co.uk/assets/components/phpthumbof/cache/hotel-holiday-9.4bb897da2dccf41f8f2ab7fc9872d622.jpg"
"225","expedia","New York","The Chatwal, a Luxury Collection Hotel, New York City","22-02-2021","28-02-2021","Quartier Theater District","2840","6 nuits","390","9.4","https://thumbnails.trvl-media.com/wkGuO8tQEJ-2O2GTChU8tDGF-D0=/773x530/smart/filters:quality(60)/images.trvl-media.com/hotels/3000000/2280000/2277700/2277660/67b4cd45_z.jpg"
"226","expedia","New York","1 Hotel Brooklyn Bridge","22-02-2021","28-02-2021","Brooklyn","1602","6 nuits","905","9.0","https://www.printempsvoyages.com/assets/img/site/108/uploads/Magazine/Pause_Urbaine/New_York/1hotel_1.jpg"
