"","site","id","title","Debut","Fin","localisation","prix","nombreNuits","nombreAvis","notes","images"
"0","expedia","New York","The Langham, New York, Fifth Avenue","©","14-02-2021","Midtown East","1914","6 nuits","1003","9.4","https://images.trvl-media.com/hotels/4000000/3630000/3630000/3629903/203e075e.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"1","expedia","New York","1 Hotel Central Park","08-02-2021","14-02-2021","Centre-ville de New York City","1617","6 nuits","1014","9.2","https://images.trvl-media.com/hotels/10000000/9220000/9215600/9215515/3d65351f.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"2","expedia","New York","The Beekman, A Thompson Hotel","08-02-2021","14-02-2021","New York","1410","6 nuits","724","9.2","https://images.trvl-media.com/hotels/13000000/12080000/12078200/12078123/39995998.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"3","expedia","New York","Baccarat Hotel and Residences New York","08-02-2021","14-02-2021","Centre-ville de New York City","2741","6 nuits","225","9.2","https://exp.cdn-hotels.com/hotels/10000000/9760000/9759700/9759603/e5631987_z.jpg"
"4","expedia","New York","The Pierre, A Taj Hotel, New York","08-02-2021","14-02-2021","Lenox Hill","2690","6 nuits","985","9.4","https://exp.cdn-hotels.com/hotels/1000000/30000/20300/20213/98409720_z.jpg"
"5","expedia","New York","Mr. C Seaport","08-02-2021","14-02-2021","New York","1608","6 nuits","185","9.0","https://q-xx.bstatic.com/images/hotel/max1024x768/182/182770951.jpg"
"6","expedia","New York","Trump International Hotel & Tower New York","08-02-2021","14-02-2021","New York","3089","6 nuits","994","9.2","https://exp.cdn-hotels.com/hotels/1000000/50000/40400/40338/5c91c36a_z.jpg"
"7","expedia","New York","The Lowell","08-02-2021","14-02-2021","Upper East Side","3608","6 nuits","138","9.4","https://exp.cdn-hotels.com/hotels/1000000/10000/3300/3253/267c2dc4_z.jpg"
"8","expedia","New York","The NoMad Hotel","08-02-2021","14-02-2021","New York","1712","6 nuits","682","9.2","https://exp.cdn-hotels.com/hotels/5000000/4760000/4758700/4758665/4f5e1828_z.jpg"
"9","expedia","New York","The Mark","08-02-2021","14-02-2021","Lenox Hill","3695","6 nuits","581","9.6","https://exp.cdn-hotels.com/hotels/1000000/20000/19800/19712/5731b73a_z.jpg"
"10","expedia","New York","Four Seasons Hotel New York Downtown","08-02-2021","14-02-2021","New York","2975","6 nuits","245","9.6","https://exp.cdn-hotels.com/hotels/16000000/15440000/15438500/15438428/978b2ac7_z.jpg"
"11","expedia","New York","The Towers at Lotte New York Palace","08-02-2021","14-02-2021","Midtown East","3557","6 nuits","405","9.2","https://exp.cdn-hotels.com/hotels/5000000/4200000/4195300/4195208/a99c5e1a_z.jpg"
"12","expedia","New York","The Carlyle, A Rosewood Hotel","08-02-2021","14-02-2021","Lenox Hill","3353","6 nuits","608","9.2","https://www.hospitalitynet.org/picture/xxl_153112335.jpg?t=20200227095511"
"13","expedia","New York","Equinox Hotel New York","08-02-2021","14-02-2021","New York","4406","6 nuits","93","9.2","https://cf.bstatic.com/images/hotel/max1024x768/217/217847929.jpg"
"14","expedia","New York","Conrad New York Downtown","08-02-2021","14-02-2021","New York","1703","6 nuits","1003","9.4","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/5d/65/b6/exterior.jpg?w=900&h=-1&s=1"
"15","expedia","New York","1 Hotel Brooklyn Bridge","08-02-2021","14-02-2021","Brooklyn","1770","6 nuits","905","9.0","https://www.printempsvoyages.com/assets/img/site/108/uploads/Magazine/Pause_Urbaine/New_York/1hotel_1.jpg"
"16","expedia","Tokyo","Park Hyatt Tokyo","01-02-2021","07-02-2021","Tokyo","2905","6 nuits","778","9.6","https://images.trvl-media.com/hotels/1000000/970000/970000/969939/be750274.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"17","expedia","Tokyo","Mandarin Oriental Tokyo","01-02-2021","07-02-2021","Tokyo","2098","6 nuits","216","9.4","https://images.trvl-media.com/hotels/2000000/1350000/1340800/1340774/1cac373c.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"18","expedia","Tokyo","The Peninsula Tokyo","01-02-2021","07-02-2021","Tokyo","1967","6 nuits","751","9.4","https://images.trvl-media.com/hotels/2000000/1640000/1631500/1631412/becd19fb.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"19","expedia","New York","The Langham, New York, Fifth Avenue","01-02-2021","07-02-2021","Midtown East","1914","6 nuits","1003","9.4","https://images.trvl-media.com/hotels/4000000/3630000/3630000/3629903/203e075e.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"20","expedia","Tokyo","Shangri-La Hotel, Tokyo","01-02-2021","07-02-2021","Tokyo","2179","6 nuits","418","9.4","https://images.trvl-media.com/hotels/3000000/2440000/2434400/2434355/d5e1b033.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"21","expedia","Tokyo","Andaz Tokyo Toranomon Hills - a concept by Hyatt","01-02-2021","07-02-2021","Tokyo","2109","6 nuits","404","9.4","https://exp.cdn-hotels.com/hotels/8000000/7480000/7473600/7473589/8418a68f_z.jpg"
"22","expedia","New York","1 Hotel Central Park","01-02-2021","07-02-2021","Centre-ville de New York City","1391","6 nuits","1014","9.2","https://images.trvl-media.com/hotels/10000000/9220000/9215600/9215515/3d65351f.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"23","expedia","New York","The Beekman, A Thompson Hotel","01-02-2021","07-02-2021","New York","1410","6 nuits","724","9.2","https://images.trvl-media.com/hotels/13000000/12080000/12078200/12078123/39995998.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"24","expedia","Tokyo","Hotel Chinzanso Tokyo","01-02-2021","07-02-2021","Tokyo","1737","6 nuits","1009","9.6","https://secure.s.forbestravelguide.com/img/properties/hotel-chinzanso-tokyo/hotel-chinzanso-tokyo-exterior.jpg"
"25","expedia","Tokyo","Conrad Tokyo","01-02-2021","07-02-2021","Tokyo","1580","6 nuits","640","9.4","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/5d/65/b6/exterior.jpg?w=900&h=-1&s=1"
"26","expedia","New York","Mr. C Seaport","01-02-2021","07-02-2021","New York","1665","6 nuits","185","9.0","https://q-xx.bstatic.com/images/hotel/max1024x768/182/182770951.jpg"
"27","expedia","New York","Baccarat Hotel and Residences New York","01-02-2021","07-02-2021","Centre-ville de New York City","2741","6 nuits","225","9.2","https://exp.cdn-hotels.com/hotels/10000000/9760000/9759700/9759603/e5631987_z.jpg"
"28","expedia","Tokyo","The Westin Tokyo","01-02-2021","07-02-2021","Ebisu","1675","6 nuits","723","9.0","https://d1rioy1v9s51jr.cloudfront.net/pics/2608/900x540/the-westin-tokyo-2_836.jpg"
"29","expedia","Tokyo","Grand Hyatt Tokyo","01-02-2021","07-02-2021","Tokyo","1997","6 nuits","584","9.2","https://assets.hyatt.com/content/dam/hyatt/hyattdam/images/2017/06/15/0845/Grand-Hyatt-Tokyo-P768-Presidential-Suite-Bedroom.jpg/Grand-Hyatt-Tokyo-P768-Presidential-Suite-Bedroom.16x9.jpg?imwidth=1920"
"30","expedia","New York","The NoMad Hotel","01-02-2021","07-02-2021","New York","1734","6 nuits","682","9.2","https://exp.cdn-hotels.com/hotels/5000000/4760000/4758700/4758665/4f5e1828_z.jpg"
"31","expedia","New York","The Pierre, A Taj Hotel, New York","01-02-2021","07-02-2021","Lenox Hill","2690","6 nuits","985","9.4","https://exp.cdn-hotels.com/hotels/1000000/30000/20300/20213/98409720_z.jpg"
"32","expedia","Tokyo","The Capitol Hotel Tokyu","01-02-2021","07-02-2021","Tokyo","2111","6 nuits","1004","9.6","https://exp.cdn-hotels.com/hotels/1000000/20000/13600/13577/7e722637_z.jpg"
"33","expedia","Tokyo","Palace Hotel Tokyo","01-02-2021","07-02-2021","Tokyo","2943","6 nuits","833","9.6","https://exp.cdn-hotels.com/hotels/1000000/420000/416500/416454/4bc6d6c5_z.jpg"
"34","expedia","New York","Four Seasons Hotel New York Downtown","01-02-2021","07-02-2021","New York","2687","6 nuits","245","9.6","https://exp.cdn-hotels.com/hotels/16000000/15440000/15438500/15438428/978b2ac7_z.jpg"
"35","expedia","New York","Trump International Hotel & Tower New York","01-02-2021","07-02-2021","New York","3089","6 nuits","994","9.2","https://exp.cdn-hotels.com/hotels/1000000/50000/40400/40338/5c91c36a_z.jpg"
"36","expedia","Tokyo","Kimpton Shinjuku Tokyo","01-02-2021","07-02-2021","Tokyo","2069","6 nuits","3","9.4","https://exp.cdn-hotels.com/hotels/43000000/42610000/42600600/42600519/5e108a21_z.jpg"
"37","expedia","Tokyo","Imperial Hotel","01-02-2021","07-02-2021","Tokyo","2258","6 nuits","1001","9.4","https://static-new.lhw.com/HotelImages/Final/LW1822/lw1822_97033647_720x450.jpg"
"38","expedia","New York","The Lowell","01-02-2021","07-02-2021","Upper East Side","3608","6 nuits","138","9.4","https://exp.cdn-hotels.com/hotels/1000000/10000/3300/3253/267c2dc4_z.jpg"
"39","expedia","New York","The Towers at Lotte New York Palace","01-02-2021","07-02-2021","Midtown East","3410","6 nuits","405","9.2","https://exp.cdn-hotels.com/hotels/5000000/4200000/4195300/4195208/a99c5e1a_z.jpg"
"40","expedia","Tokyo","The Prince Park Tower Tokyo","01-02-2021","07-02-2021","Tokyo","1399","6 nuits","1003","9.2","https://thumbnails.trvl-media.com/abpsJjNcSqkbLOkmBx4Z0mih9aU=/773x530/smart/filters:quality(60)/images.trvl-media.com/hotels/1000000/20000/13300/13278/58751797_z.jpg"
"41","expedia","Tokyo","Four Seasons Hotel Tokyo at Marunouchi","01-02-2021","07-02-2021","Tokyo","3704","6 nuits","329","9.4","https://www.rw-luxuryhotels.com/wp-content/uploads/2015/12/Four_Seasons_Tokyo_RW_Luxury_Hotels__Resorts_9-1200x482.jpg"
"42","expedia","New York","The Mark","01-02-2021","07-02-2021","Lenox Hill","3695","6 nuits","581","9.6","https://exp.cdn-hotels.com/hotels/1000000/20000/19800/19712/5731b73a_z.jpg"
"43","expedia","New York","The Carlyle, A Rosewood Hotel","01-02-2021","07-02-2021","Lenox Hill","3353","6 nuits","608","9.2","https://www.hospitalitynet.org/picture/xxl_153112335.jpg?t=20200227095511"
"44","expedia","Tokyo","Four Seasons Hotel Tokyo at Otemachi","01-02-2021","07-02-2021","Tokyo","2310","6 nuits","7","9.4","https://www.hnworth.com/wp-content/uploads/2020/08/Jean-Michel-Gathy-Completes-the-Four-Seasons-Hotel-Tokyo-Hero-1-wpcf_1400x1000.jpg"
"45","expedia","Tokyo","The Okura Tokyo","01-02-2021","07-02-2021","Tokyo","2742","6 nuits","70","9.0","https://exp.cdn-hotels.com/hotels/34000000/33340000/33333700/33333699/d7481f24_z.jpg"
"46","expedia","New York","Conrad New York Downtown","01-02-2021","07-02-2021","New York","1831","6 nuits","1003","9.4","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/5d/65/b6/exterior.jpg?w=900&h=-1&s=1"
"47","expedia","New York","Equinox Hotel New York","01-02-2021","07-02-2021","New York","4406","6 nuits","93","9.2","https://cf.bstatic.com/images/hotel/max1024x768/217/217847929.jpg"
"48","expedia","New York","1 Hotel Brooklyn Bridge","01-02-2021","07-02-2021","Brooklyn","1548","6 nuits","905","9.0","https://www.printempsvoyages.com/assets/img/site/108/uploads/Magazine/Pause_Urbaine/New_York/1hotel_1.jpg"
"49","expedia","Los Angeles","Fairmont Miramar Hotel & Bungalows","08-02-2021","14-02-2021","Santa Monica","1951","6 nuits","1","8.4","https://images.trvl-media.com/hotels/1000000/430000/423500/423484/9daeb128.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"50","expedia","Los Angeles","Terranea - L.A.""s Oceanfront Resort","08-02-2021","14-02-2021","Rancho Palos Verdes","2111","6 nuits","1004","9.0","https://images.trvl-media.com/hotels/3000000/2480000/2471900/2471818/e7b3f722.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"51","expedia","Los Angeles","The Maybourne Beverly Hills","08-02-2021","14-02-2021","Beverly Hills","2751","6 nuits","12","10.0","https://images.trvl-media.com/hotels/3000000/2030000/2025500/2025453/de3f6120.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"52","expedia","Los Angeles","Langham Huntington, Pasadena, Los Angeles","08-02-2021","14-02-2021","Pasadena","1795","6 nuits","999","9.2","https://www.langhamhotels.com/cdn-24780355/globalassets/lhr/tl-pasadena/others/tllax-lobby-2014-1680-945.jpg"
"53","expedia","Los Angeles","1 Hotel West Hollywood","08-02-2021","14-02-2021","West Hollywood","1975","6 nuits","278","8.8","https://exp.cdn-hotels.com/hotels/36000000/35880000/35872800/35872776/ebf2b28d_z.jpg"
"54","expedia","Los Angeles","Kimpton La Peer Hotel","08-02-2021","14-02-2021","West Hollywood","1804","6 nuits","145","9.2","https://images.trvl-media.com/hotels/19000000/18160000/18156800/18156733/acaaead4.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"55","expedia","Los Angeles"," The London West Hollywood at Beverly Hills","08-02-2021","14-02-2021","West Hollywood","2169","6 nuits","1002","9.0","https://exp.cdn-hotels.com/hotels/1000000/30000/21100/21097/227e9365_z.jpg"
"56","expedia","Dubaï","Jumeirah Beach Hotel","08-02-2021","14-02-2021","Umm Suqeim","1862","6 nuits","1000","8.8","https://images.trvl-media.com/hotels/1000000/530000/527500/527498/e25f18bd.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"57","expedia","Los Angeles","Beverly Wilshire - Beverly Hills, A Four Seasons Hotel","08-02-2021","14-02-2021","Beverly Hills","2767","6 nuits","741","9.2","https://exp.cdn-hotels.com/hotels/1000000/10000/7400/7346/8bc22324_z.jpg"
"58","expedia","Los Angeles","Mr. C Beverly Hills","08-02-2021","14-02-2021","Los Angeles","1998","6 nuits","981","8.8","https://q-xx.bstatic.com/images/hotel/max1024x768/677/67736193.jpg"
"59","expedia","Dubaï","Atlantis The Palm","08-02-2021","14-02-2021","Palm Jumeirah","1781","6 nuits","1480","8.8","https://exp.cdn-hotels.com/hotels/3000000/2240000/2235400/2235336/88658e84_z.jpg"
"60","expedia","Los Angeles","SLS Hotel, a Luxury Collection Hotel, Beverly Hills","08-02-2021","14-02-2021","Los Angeles","1380","6 nuits","898","8.6","https://www.luxuryholidays.co.uk/assets/components/phpthumbof/cache/hotel-holiday-9.4bb897da2dccf41f8f2ab7fc9872d622.jpg"
"61","expedia","Los Angeles","Four Seasons Los Angeles at Beverly Hills","08-02-2021","14-02-2021","Los Angeles","2462","6 nuits","557","9.4","https://exp.cdn-hotels.com/hotels/1000000/10000/300/300/93ae2bc4_z.jpg"
"62","expedia","Dubaï","Palace Downtown","08-02-2021","14-02-2021","Downtown Dubaï","1715","6 nuits","957","9.4","https://images.trvl-media.com/hotels/2000000/1730000/1725300/1725259/d9ab9ef4.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"63","expedia","Dubaï","Address Sky View","08-02-2021","14-02-2021","Downtown Dubaï","1715","6 nuits","66","8.8","https://exp.cdn-hotels.com/hotels/34000000/33020000/33010100/33010066/48ebaa77_z.jpg"
"64","expedia","Los Angeles","Loews Santa Monica Beach Hotel","08-02-2021","14-02-2021","Santa Monica","2869","6 nuits","1000","8.6","https://exp.cdn-hotels.com/hotels/1000000/20000/13000/12954/ce1798f2_z.jpg"
"65","expedia","Los Angeles","Viceroy L""Ermitage Beverly Hills","08-02-2021","14-02-2021","Beverly Hills","2892","6 nuits","762","9.4","https://exp.cdn-hotels.com/hotels/1000000/50000/40500/40442/a974127d_z.jpg"
"66","expedia","Dubaï","Jumeirah Mina A Salam","08-02-2021","14-02-2021","Umm Suqeim","2923","6 nuits","913","9.4","https://images.trvl-media.com/hotels/1000000/980000/973800/973713/9b084478.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"67","expedia","Dubaï","Anantara The Palm Dubai Resort","08-02-2021","14-02-2021","Palm Jumeirah","1534","6 nuits","567","9.0","https://content.r9cdn.net/rimg/himg/71/fe/93/revato-13763-12720777-951101.jpg?width=1004&crop=true&caller=HotelDetailsPhoto"
"68","expedia","Los Angeles","Shutters on the Beach","08-02-2021","14-02-2021","Santa Monica","3003","6 nuits","314","9.0","https://images.ctfassets.net/fr52oodlzhve/5YLgFfjwbl73zSHtFpKypE/77f6a078f220955c39df86a46972333d/Shutters_PoolMidday-0006_v4.jpg"
"69","expedia","Los Angeles","Casa Del Mar","08-02-2021","14-02-2021","Santa Monica","2748","6 nuits","543","9.2","https://exp.cdn-hotels.com/hotels/1000000/330000/328800/328747/7e360d95_z.jpg"
"70","expedia","Dubaï","Jumeirah Zabeel Saray","08-02-2021","14-02-2021","Palm Jumeirah","1905","6 nuits","1005","9.2","https://exp.cdn-hotels.com/hotels/4000000/3960000/3957400/3957319/b6efe770_z.jpg"
"71","expedia","Dubaï","Address Dubai Mall","08-02-2021","14-02-2021","Downtown Dubaï","2043","6 nuits","550","8.8","https://cf.bstatic.com/images/hotel/max1024x768/181/181840500.jpg"
"72","expedia","Los Angeles","Four Seasons Hotel Los Angeles at Westlake Village","08-02-2021","14-02-2021","Thousand Oaks","2791","6 nuits","742","9.4","https://secure.s.forbestravelguide.com/img/properties/four-seasons-hotel-westlake-village/four-seasons-hotel-westlake-village-corner-one-bedroom-suite.jpg"
"73","expedia","Los Angeles","The Peninsula Beverly Hills","08-02-2021","14-02-2021","Beverly Hills","3669","6 nuits","377","9.6","https://www.peninsula.com/en/-/media/07---beverly-hills-property/food-and-beverage/living-room/living-room-day.jpg?mw=987&hash=701552753215B25F058FF55D1C6551C4D6A7A88B"
"74","expedia","Dubaï","Address Fountain Views","08-02-2021","14-02-2021","Downtown Dubaï","2137","6 nuits","15","9.0","https://cf.bstatic.com/images/hotel/max1024x768/257/257860893.jpg"
"75","expedia","Dubaï","Address Downtown","08-02-2021","14-02-2021","Downtown Dubaï","2278","6 nuits","291","9.2","https://exp.cdn-hotels.com/hotels/3000000/2230000/2225000/2224974/bd4f9f06_z.jpg"
"76","expedia","Los Angeles","The Beverly Hills Hotel - Dorchester Collection","08-02-2021","14-02-2021","Beverly Hills","4131","6 nuits","601","9.6","https://exp.cdn-hotels.com/hotels/1000000/20000/12100/12057/5a878f2d_z.jpg"
"77","expedia","Los Angeles","Oceana Santa Monica, LXR Hotels & Resorts","08-02-2021","14-02-2021","Santa Monica","3094","6 nuits","382","9.0","https://exp.cdn-hotels.com/hotels/1000000/430000/428400/428321/d5562769_z.jpg"
"78","expedia","Dubaï","Habtoor Palace Dubai, LXR Hotels & Resorts","08-02-2021","14-02-2021","Business Bay","1618","6 nuits","57","8.6","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/e8/0f/44/exterior.jpg?w=900&h=-1&s=1"
"79","expedia","Dubaï","ME Dubai by Meliá","08-02-2021","14-02-2021","Downtown Dubaï","1759","6 nuits","6","9.0","https://exp.cdn-hotels.com/hotels/43000000/42700000/42691600/42691507/6306b155_z.jpg"
"80","expedia","Los Angeles","The Ritz-Carlton, Marina del Rey","08-02-2021","14-02-2021","Marina del Rey","2075","6 nuits","991","8.6","https://www.hosthotels.com/-/media/hosthotels/images/properties/california/the-ritz-carlton-marina-del-rey/4737-7--the-ritzcarlton-marina-del-reyoffice4737jpg.jpg?cx=0.56&cy=0.42&cw=1440&ch=550&hash=FD75A17064F8C9F3FC262127A76E54D3"
"81","expedia","Dubaï","Armani Hotel Dubai","08-02-2021","14-02-2021","Downtown Dubaï","2702","6 nuits","587","9.2","https://exp.cdn-hotels.com/hotels/4000000/3040000/3033100/3033052/167e83ec_z.jpg"
"82","expedia","Dubaï","Palazzo Versace Dubai","08-02-2021","14-02-2021","Culture Village","1949","6 nuits","329","9.4","https://www.myrelations.eu/photo/art/grande/21844840-24743583.jpg?v=1524901623"
"83","expedia","Dubaï","Waldorf Astoria Dubai Palm Jumeirah","08-02-2021","14-02-2021","Palm Jumeirah","1817","6 nuits","871","9.4","https://exp.cdn-hotels.com/hotels/8000000/7340000/7332100/7332018/8be884e1_z.jpg"
"84","expedia","Dubaï","Jumeirah Al Qasr","08-02-2021","14-02-2021","Al Sufouh","3047","6 nuits","647","9.6","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/a5/b0/9a/exterior.jpg?w=900&h=-1&s=1"
"85","expedia","Dubaï","Jumeirah Beach Hotel","01-02-2021","07-02-2021","Umm Suqeim","1764","6 nuits","1000","8.8","https://images.trvl-media.com/hotels/1000000/530000/527500/527498/e25f18bd.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"86","expedia","Dubaï","Park Hyatt Dubai","08-02-2021","14-02-2021","Deira","1676","6 nuits","507","9.6","https://x.cdrst.com/foto/hotel-sf/4e00/granderesp/park-hyatt-dubai-general-a81d95d.jpg"
"87","expedia","Dubaï","Address Boulevard","08-02-2021","14-02-2021","Downtown Dubaï","2419","6 nuits","110","9.4","https://exp.cdn-hotels.com/hotels/16000000/15540000/15537000/15536928/931b3055_z.jpg"
"88","expedia","Dubaï","Atlantis The Palm","01-02-2021","07-02-2021","Palm Jumeirah","1555","6 nuits","1480","8.8","https://exp.cdn-hotels.com/hotels/3000000/2240000/2235400/2235336/88658e84_z.jpg"
"89","expedia","Dubaï","Jumeirah Mina A Salam","01-02-2021","07-02-2021","Umm Suqeim","2762","6 nuits","913","9.4","https://images.trvl-media.com/hotels/1000000/980000/973800/973713/9b084478.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"90","expedia","Dubaï","Rixos The Palm Hotel & Suites ","08-02-2021","14-02-2021","Palm Jumeirah","2528","6 nuits","620","8.8","https://imgcy.trivago.com/c_limit,d_dummy.jpeg,f_auto,h_1300,q_auto,w_2000/itemimages/20/52/2052249_v4.jpeg"
"91","expedia","Dubaï","Four Seasons Resort Dubai at Jumeirah Beach","08-02-2021","14-02-2021","Jumeirah","4957","6 nuits","271","9.4","https://www.theluxevoyager.com/wp-content/uploads/2018/09/Four-Seasons-Resort-Jumeirah-Beach-Dubai.jpg"
"92","expedia","Dubaï","Jumeirah Zabeel Saray","01-02-2021","07-02-2021","Palm Jumeirah","1717","6 nuits","1005","9.2","https://exp.cdn-hotels.com/hotels/4000000/3960000/3957400/3957319/b6efe770_z.jpg"
"93","expedia","Dubaï","Address Sky View","01-02-2021","07-02-2021","Downtown Dubaï","1715","6 nuits","66","8.8","https://exp.cdn-hotels.com/hotels/34000000/33020000/33010100/33010066/48ebaa77_z.jpg"
"94","expedia","Dubaï","Palace Downtown","01-02-2021","07-02-2021","Downtown Dubaï","1715","6 nuits","957","9.4","https://images.trvl-media.com/hotels/2000000/1730000/1725300/1725259/d9ab9ef4.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"95","expedia","Dubaï","Waldorf Astoria Dubai Palm Jumeirah","01-02-2021","07-02-2021","Palm Jumeirah","1419","6 nuits","871","9.4","https://exp.cdn-hotels.com/hotels/8000000/7340000/7332100/7332018/8be884e1_z.jpg"
"96","expedia","Dubaï","Habtoor Palace Dubai, LXR Hotels & Resorts","01-02-2021","07-02-2021","Business Bay","1618","6 nuits","57","8.6","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/e8/0f/44/exterior.jpg?w=900&h=-1&s=1"
"97","expedia","Dubaï","Anantara The Palm Dubai Resort","01-02-2021","07-02-2021","Palm Jumeirah","1573","6 nuits","567","9.0","https://content.r9cdn.net/rimg/himg/71/fe/93/revato-13763-12720777-951101.jpg?width=1004&crop=true&caller=HotelDetailsPhoto"
"98","expedia","Dubaï","Jumeirah Al Qasr","01-02-2021","07-02-2021","Al Sufouh","2879","6 nuits","647","9.6","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/a5/b0/9a/exterior.jpg?w=900&h=-1&s=1"
"99","expedia","Dubaï","Address Dubai Mall","01-02-2021","07-02-2021","Downtown Dubaï","2043","6 nuits","550","8.8","https://cf.bstatic.com/images/hotel/max1024x768/181/181840500.jpg"
"100","expedia","Dubaï","Address Fountain Views","01-02-2021","07-02-2021","Downtown Dubaï","2137","6 nuits","15","9.0","https://cf.bstatic.com/images/hotel/max1024x768/257/257860893.jpg"
"101","expedia","Dubaï","Address Downtown","01-02-2021","07-02-2021","Downtown Dubaï","2278","6 nuits","291","9.2","https://exp.cdn-hotels.com/hotels/3000000/2230000/2225000/2224974/bd4f9f06_z.jpg"
"102","expedia","Dubaï","ME Dubai by Meliá","01-02-2021","07-02-2021","Downtown Dubaï","1759","6 nuits","6","9.0","https://exp.cdn-hotels.com/hotels/43000000/42700000/42691600/42691507/6306b155_z.jpg"
"103","expedia","Dubaï","Palazzo Versace Dubai","01-02-2021","07-02-2021","Culture Village","1949","6 nuits","329","9.4","https://www.myrelations.eu/photo/art/grande/21844840-24743583.jpg?v=1524901623"
"104","expedia","Dubaï","Park Hyatt Dubai","01-02-2021","07-02-2021","Deira","1676","6 nuits","507","9.6","https://x.cdrst.com/foto/hotel-sf/4e00/granderesp/park-hyatt-dubai-general-a81d95d.jpg"
"105","expedia","Dubaï","Armani Hotel Dubai","01-02-2021","07-02-2021","Downtown Dubaï","2749","6 nuits","587","9.2","https://exp.cdn-hotels.com/hotels/4000000/3040000/3033100/3033052/167e83ec_z.jpg"
"106","expedia","Dubaï","Address Boulevard","01-02-2021","07-02-2021","Downtown Dubaï","2419","6 nuits","110","9.4","https://exp.cdn-hotels.com/hotels/16000000/15540000/15537000/15536928/931b3055_z.jpg"
"107","expedia","Dubaï","W Dubai - The Palm","01-02-2021","07-02-2021","Palm Jumeirah","1494","6 nuits","140","9.2","https://exp.cdn-hotels.com/hotels/35000000/34040000/34039900/34039882/c1b737bc_z.jpg"
"108","expedia","Dubaï","Fairmont The Palm","01-02-2021","07-02-2021","Palm Jumeirah","1477","6 nuits","1008","9.0","https://www.uaewave.com/wp-content/uploads/2019/05/Fairmount-Palm-Beach-Club.jpg"
"109","expedia","Los Angeles","Terranea - L.A.""s Oceanfront Resort","01-02-2021","07-02-2021","Rancho Palos Verdes","1714","6 nuits","1004","9.0","https://images.trvl-media.com/hotels/3000000/2480000/2471900/2471818/b1bdd428.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"110","expedia","Los Angeles","Fairmont Miramar Hotel & Bungalows","01-02-2021","07-02-2021","Santa Monica","1951","6 nuits","1","8.4","https://images.trvl-media.com/hotels/1000000/430000/423500/423484/edae2082.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"111","expedia","Los Angeles","The Maybourne Beverly Hills","01-02-2021","07-02-2021","Beverly Hills","2751","6 nuits","12","10.0","https://images.trvl-media.com/hotels/3000000/2030000/2025500/2025453/e0e802ed.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"112","expedia","Los Angeles","Langham Huntington, Pasadena, Los Angeles","01-02-2021","07-02-2021","Pasadena","1795","6 nuits","999","9.2","https://www.langhamhotels.com/cdn-24780355/globalassets/lhr/tl-pasadena/others/tllax-lobby-2014-1680-945.jpg"
"113","expedia","Los Angeles","Kimpton La Peer Hotel","01-02-2021","07-02-2021","West Hollywood","1766","6 nuits","145","9.2","https://images.trvl-media.com/hotels/19000000/18160000/18156800/18156733/acaaead4.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"114","expedia","Los Angeles","1 Hotel West Hollywood","01-02-2021","07-02-2021","West Hollywood","1957","6 nuits","278","8.8","https://exp.cdn-hotels.com/hotels/36000000/35880000/35872800/35872776/ebf2b28d_z.jpg"
